"MISSION","SETNO","SDATE","DMIN","DMAX","SURFACE_TEMPERATURE","BOTTOM_TEMPERATURE","LATITUDE","LONGITUDE","YEAR","XTYPE","XTYPEDESC","SPEC","TOTWGT","TOTNO","COMM"
"NED2015017",164,"2015-08-08 18:18:00",90,91,17.85,5.2,45.8043333333333,-59.1475,2015,1,"Stratified random survey set",10,6.54,7,"COD(ATLANTIC)"
"NED2015017",52,"2015-07-08 01:30:00",90,90,8.94,4.94,42.9351666666667,-65.808,2015,1,"Stratified random survey set",10,5.1,2,"COD(ATLANTIC)"
"NED2011025",175,"2011-07-28 11:35:00",119,124,14.95,2.33,44.8603333333333,-60.921,2011,1,"Stratified random survey set",10,6.4,3,"COD(ATLANTIC)"
"NED2016016",202,"2016-08-04 21:37:00",60,61,17.1,7.7,42.5423333333333,-64.9488333333333,2016,1,"Stratified random survey set",10,0.003,1,"COD(ATLANTIC)"
"NED2010027",92,"2010-07-18 01:14:00",52,53,19.14,5.76,43.2496666666667,-62.0303333333333,2010,1,"Stratified random survey set",10,0.203,10,"COD(ATLANTIC)"
"NED2011025",218,"2011-08-01 21:28:00",65,72,14.58,3.62,45.4525,-57.886,2011,1,"Stratified random survey set",10,6.35,17,"COD(ATLANTIC)"
"NED2016016",80,"2016-07-14 07:22:00",59,65,11.8,9.2,43.4466666666667,-66.6331666666667,2016,1,"Stratified random survey set",10,1.438,1,"COD(ATLANTIC)"
"NED2010027",43,"2010-07-12 10:45:00",106,114,11.22,7.66,44.3368333333333,-66.6128333333333,2010,1,"Stratified random survey set",10,25.82,16,"COD(ATLANTIC)"
"NED2017020",119,"2017-07-16 13:48:00",61,62,16.58,7.9,42.6463333333333,-64.8528333333333,2017,1,"Stratified random survey set",10,0.954,1,"COD(ATLANTIC)"
"NED2011025",71,"2011-07-13 00:40:00",56,61,9.4,8.52,44.8043333333333,-66.8496666666667,2011,1,"Stratified random survey set",10,1.34,8,"COD(ATLANTIC)"
"TEL2018023",81,"2018-07-26 08:07:00",119,120,17.6,7.8,42.2853333333333,-65.8733333333333,2018,1,"Stratified random survey set",10,2.55,2,"COD(ATLANTIC)"
"NED2011025",20,"2011-07-07 21:24:00",55,57,14.35,6.79,42.9451666666667,-64.5386666666667,2011,1,"Stratified random survey set",10,6.54,7,"COD(ATLANTIC)"
"NED2011025",124,"2011-07-19 01:39:00",33,37,12.99,5,43.7701666666667,-61.6345,2011,1,"Stratified random survey set",10,2.12,3,"COD(ATLANTIC)"
"NED2014018",15,"2014-07-13 08:30:00",53,55,11.92,6.29,42.8271666666667,-64.7973333333333,2014,1,"Stratified random survey set",10,19,2,"COD(ATLANTIC)"
"NED2017020",75,"2017-07-12 09:49:00",146,149,NA,NA,42.6063333333333,-67.3665,2017,1,"Stratified random survey set",10,2.096,1,"COD(ATLANTIC)"
"NED2016016",131,"2016-07-24 12:33:00",54,56,17.7,1.8,46.5638333333333,-60.2475,2016,1,"Stratified random survey set",10,1.99,3,"COD(ATLANTIC)"
"TEL2016002",33,"2016-02-27 15:31:00",43,45,NA,NA,41.975,-66.4005,2016,1,"Stratified random survey set",10,15.02,9,"COD(ATLANTIC)"
"NED2011025",271,"2011-08-06 23:28:00",58,61,15.34,7.03,43.3523333333333,-61.0445,2011,1,"Stratified random survey set",10,1.324,1,"COD(ATLANTIC)"
"NED2011025",176,"2011-07-28 13:59:00",77,86,14.79,2.32,44.9801666666667,-60.802,2011,1,"Stratified random survey set",10,1.6,4,"COD(ATLANTIC)"
"NED2013028",174,"2013-08-16 20:52:00",36,37,NA,NA,44.5543333333333,-60.3056666666667,2013,5,"Comparative fishing experiment",10,0.002,1,"COD(ATLANTIC)"
"NED2012022",194,"2012-07-31 13:31:00",189,194,17.08,5.55,45.113,-57.5145,2012,1,"Stratified random survey set",10,0.002,1,"COD(ATLANTIC)"
"TEL2018023",70,"2018-07-24 05:03:00",40,42,11.8,10.4,44.9535,-65.7595,2018,1,"Stratified random survey set",10,0.326,2,"COD(ATLANTIC)"
"NED2014018",213,"2014-08-14 03:11:00",33,33,19.24,2.46,44.1975,-58.6711666666667,2014,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"NED2016016",38,"2016-07-08 01:19:00",32,34,12.4,12.1,41.7576666666667,-66.7121666666667,2016,1,"Stratified random survey set",10,0.02,14,"COD(ATLANTIC)"
"NED2010027",17,"2010-07-08 18:54:00",42,43,18.08,2.73,43.356,-64.657,2010,1,"Stratified random survey set",10,0.87,1,"COD(ATLANTIC)"
"NED2014101",53,"2014-03-22 01:11:00",36,37,NA,NA,43.3656666666667,-64.7381666666667,2014,1,"Stratified random survey set",10,0.362,3,"COD(ATLANTIC)"
"NED2011025",142,"2011-07-20 13:53:00",82,85,12.87,3.69,44.312,-60.5481666666667,2011,1,"Stratified random survey set",10,1.52,2,"COD(ATLANTIC)"
"NED2015017",53,"2015-07-08 04:09:00",45,48,9.97,6.35,42.7375,-65.9088333333333,2015,1,"Stratified random survey set",10,8.83,18,"COD(ATLANTIC)"
"NED2017020",243,"2017-08-10 22:46:00",26,33,NA,NA,43.7231666666667,-61.4063333333333,2017,1,"Stratified random survey set",10,0.118,2,"COD(ATLANTIC)"
"TEL2016002",34,"2016-02-27 17:29:00",40,45,NA,NA,41.9511666666667,-66.5838333333333,2016,1,"Stratified random survey set",10,18.51,12,"COD(ATLANTIC)"
"NED2010001",43,"2010-03-05 20:49:00",88,90,NA,NA,42.1505,-68.5291666666667,2010,1,"Stratified random survey set",10,1.45,1,"COD(ATLANTIC)"
"TEL2016002",88,"2016-03-10 05:21:00",114,115,NA,NA,42.2021666666667,-66.7416666666667,2016,1,"Stratified random survey set",10,9.78,3,"COD(ATLANTIC)"
"NED2012002",48,"2012-02-29 10:06:00",55,60,NA,NA,41.929,-65.9298333333333,2012,1,"Stratified random survey set",10,5.98,5,"COD(ATLANTIC)"
"NED2012002",57,"2012-02-29 22:58:00",46,48,NA,NA,42.0965,-66.3263333333333,2012,1,"Stratified random survey set",10,9.28,4,"COD(ATLANTIC)"
"NED2010027",93,"2010-07-18 03:07:00",50,50,19,5.29,43.3265,-61.928,2010,1,"Stratified random survey set",10,0.002,1,"COD(ATLANTIC)"
"NED2016016",55,"2016-07-11 09:09:00",41,48,11.7,8.1,44.7351666666667,-66.6698333333333,2016,1,"Stratified random survey set",10,0.091,1,"COD(ATLANTIC)"
"NED2013028",58,"2013-08-08 14:27:00",85,86,NA,NA,42.9286666666667,-65.3218333333333,2013,5,"Comparative fishing experiment",10,0.912,1,"COD(ATLANTIC)"
"NED2013002",13,"2013-02-28 06:56:00",59,68,4.92,8.01,41.4163333333333,-66.2086666666667,2013,1,"Stratified random survey set",10,1.95,1,"COD(ATLANTIC)"
"NED2011025",189,"2011-07-29 20:27:00",74,82,14.83,2.6,45.6675,-59.7398333333333,2011,1,"Stratified random survey set",10,3.47,6,"COD(ATLANTIC)"
"NED2015002",17,"2015-03-14 19:05:00",42,43,NA,NA,42.0268333333333,-66.6463333333333,2015,1,"Stratified random survey set",10,14.25,6,"COD(ATLANTIC)"
"TEL2016002",11,"2016-02-25 13:17:00",47,49,NA,NA,41.7428333333333,-66.229,2016,1,"Stratified random survey set",10,14.2,3,"COD(ATLANTIC)"
"NED2011025",21,"2011-07-07 23:18:00",48,50,14.34,3.88,42.9043333333333,-64.6541666666667,2011,1,"Stratified random survey set",10,11.86,15,"COD(ATLANTIC)"
"NED2014002",70,"2014-03-02 11:36:00",20,20,NA,NA,41.7393333333333,-68.0285,2014,1,"Stratified random survey set",10,1.15,1,"COD(ATLANTIC)"
"NED2011025",41,"2011-07-10 00:27:00",87,89,15.63,9.46,42.6356666666667,-66.5635,2011,1,"Stratified random survey set",10,22.06,8,"COD(ATLANTIC)"
"NED2012022",196,"2012-07-31 18:43:00",28,30,17.77,4.53,44.9371666666667,-57.74,2012,1,"Stratified random survey set",10,12.04,10,"COD(ATLANTIC)"
"NED2016116",4,"2016-08-11 08:01:00",133,135,19,7.5,44.6595,-57.257,2016,5,"Comparative fishing experiment",10,0.275,1,"COD(ATLANTIC)"
"NED2012002",49,"2012-02-29 11:10:00",60,66,5.66,8.02,41.9091666666667,-65.8891666666667,2012,1,"Stratified random survey set",10,21.48,14,"COD(ATLANTIC)"
"NED2013028",175,"2013-08-16 22:27:00",61,67,NA,NA,44.6076666666667,-60.142,2013,5,"Comparative fishing experiment",10,0.214,1,"COD(ATLANTIC)"
"NED2011025",90,"2011-07-15 04:28:00",134,137,14.57,7.61,42.4216666666667,-66.3475,2011,1,"Stratified random survey set",10,8.3,4,"COD(ATLANTIC)"
"NED2011002",26,"2011-02-24 15:30:00",38,38,NA,NA,42.0281666666667,-66.8138333333333,2011,1,"Stratified random survey set",10,4.13,3,"COD(ATLANTIC)"
"NED2014018",214,"2014-08-14 05:33:00",61,64,21.12,4.7,44.1098333333333,-58.4978333333333,2014,1,"Stratified random survey set",10,0.362,1,"COD(ATLANTIC)"
"NED2016016",148,"2016-07-26 20:00:00",56,60,16.6,3.5,45.1896666666667,-58.4173333333333,2016,1,"Stratified random survey set",10,1.8,1,"COD(ATLANTIC)"
"NED2015017",15,"2015-07-01 12:23:00",40,42,11.18,5.44,43.4961666666667,-61.4681666666667,2015,1,"Stratified random survey set",10,0.572,1,"COD(ATLANTIC)"
"NED2012022",11,"2012-07-05 23:08:00",49,51,17.25,7.07,43.3391666666667,-64.1031666666667,2012,1,"Stratified random survey set",10,7.35,3,"COD(ATLANTIC)"
"NED2017020",244,"2017-08-11 00:06:00",27,28,NA,NA,43.6676666666667,-61.2761666666667,2017,1,"Stratified random survey set",10,0.69,2,"COD(ATLANTIC)"
"NED2015017",55,"2015-07-08 11:47:00",49,50,12.4,6.54,42.5916666666667,-65.638,2015,1,"Stratified random survey set",10,2.422,1,"COD(ATLANTIC)"
"NED2013028",120,"2013-08-13 01:54:00",57,59,NA,NA,42.8551666666667,-64.0428333333333,2013,5,"Comparative fishing experiment",10,0.67,4,"COD(ATLANTIC)"
"NED2016016",69,"2016-07-13 00:43:00",46,47,11.6,10,44.6495,-65.989,2016,1,"Stratified random survey set",10,1.36,5,"COD(ATLANTIC)"
"NED2014101",38,"2014-03-19 08:15:00",95,103,NA,NA,43.1983333333333,-67.3946666666667,2014,1,"Stratified random survey set",10,5.7,3,"COD(ATLANTIC)"
"NED2013002",35,"2013-03-04 03:22:00",34,36,6.4,6.42,42.1261666666667,-67.0383333333333,2013,1,"Stratified random survey set",10,1.862,1,"COD(ATLANTIC)"
"NED2014018",119,"2014-07-31 13:42:00",63,64,NA,NA,43.4956666666667,-60.2983333333333,2014,1,"Stratified random survey set",10,0.32,1,"COD(ATLANTIC)"
"NED2012002",50,"2012-02-29 13:12:00",55,57,NA,NA,41.8631666666667,-65.9446666666667,2012,1,"Stratified random survey set",10,14.82,8,"COD(ATLANTIC)"
"NED2016016",133,"2016-07-24 20:39:00",68,76,18.2,3.8,46.4506666666667,-59.475,2016,1,"Stratified random survey set",10,3.26,6,"COD(ATLANTIC)"
"NED2012022",197,"2012-07-31 21:21:00",33,34,17.93,2.82,44.7763333333333,-58.1408333333333,2012,1,"Stratified random survey set",10,0.77,1,"COD(ATLANTIC)"
"NED2012022",89,"2012-07-15 10:57:00",97,99,15.65,9.03,44.2271666666667,-66.8908333333333,2012,1,"Stratified random survey set",10,4.69,2,"COD(ATLANTIC)"
"NED2012022",56,"2012-07-11 17:18:00",43,45,14.87,10.02,42.713,-65.9675,2012,1,"Stratified random survey set",10,11.94,4,"COD(ATLANTIC)"
"NED2014018",162,"2014-08-08 04:54:00",86,94,20.29,4.76,45.6846666666667,-59.2108333333333,2014,1,"Stratified random survey set",10,1.608,1,"COD(ATLANTIC)"
"NED2010002",78,"2010-03-29 01:06:00",40,41,NA,NA,43.4146666666667,-61.2835,2010,1,"Stratified random survey set",10,15.6,31,"COD(ATLANTIC)"
"NED2010002",55,"2010-03-18 04:58:00",98,101,1.24,7.05,44.329,-57.7883333333333,2010,1,"Stratified random survey set",10,9.99,11,"COD(ATLANTIC)"
"NED2011025",226,"2011-08-02 12:37:00",166,170,14.69,5.88,44.8876666666667,-57.3601666666667,2011,1,"Stratified random survey set",10,0.552,1,"COD(ATLANTIC)"
"NED2014018",223,"2014-08-15 13:24:00",25,25,19.99,8.92,43.6481666666667,-61.105,2014,1,"Stratified random survey set",10,0.11,1,"COD(ATLANTIC)"
"NED2013028",6,"2013-08-01 00:19:00",82,84,NA,NA,46.3011666666667,-59.0778333333333,2013,5,"Comparative fishing experiment",10,21.75,38,"COD(ATLANTIC)"
"TEL2016002",55,"2016-03-04 04:57:00",119,123,6,9.4,42.2188333333333,-66.9305,2016,1,"Stratified random survey set",10,8.48,1,"COD(ATLANTIC)"
"NED2015002",60,"2015-03-26 03:04:00",32,36,NA,NA,42.1161666666667,-67.236,2015,1,"Stratified random survey set",10,1.299,3,"COD(ATLANTIC)"
"NED2016016",243,"2016-08-09 08:12:00",28,30,17.6,5.3,43.7471666666667,-59.888,2016,1,"Stratified random survey set",10,0.035,10,"COD(ATLANTIC)"
"TEL2018023",85,"2018-07-26 22:42:00",42,43,18.3,5.9,42.9715,-64.8358333333333,2018,1,"Stratified random survey set",10,7.78,6,"COD(ATLANTIC)"
"NED2010001",45,"2010-03-06 00:42:00",90,94,5.17,5.92,41.778,-68.6716666666667,2010,1,"Stratified random survey set",10,0.5,1,"COD(ATLANTIC)"
"NED2013028",103,"2013-08-12 01:56:00",108,112,NA,NA,42.3455,-65.8431666666667,2013,5,"Comparative fishing experiment",10,10.5,5,"COD(ATLANTIC)"
"NED2017002",5,"2017-03-06 09:08:00",73,75,NA,NA,42.1071666666667,-68.9455,2017,1,"Stratified random survey set",10,1.832,1,"COD(ATLANTIC)"
"NED2015017",167,"2015-08-09 02:06:00",20,30,18.45,2.87,46.1758333333333,-59.6311666666667,2015,1,"Stratified random survey set",10,0.467,6,"COD(ATLANTIC)"
"NED2016016",45,"2016-07-08 22:50:00",149,151,15.2,9.6,42.2983333333333,-66.6768333333333,2016,1,"Stratified random survey set",10,8.7,2,"COD(ATLANTIC)"
"NED2013022",84,"2013-07-11 18:29:00",54,56,12.1,8.76,43.3845,-66.5893333333333,2013,1,"Stratified random survey set",10,11.19,7,"COD(ATLANTIC)"
"NED2016016",40,"2016-07-08 06:44:00",43,47,15.8,10,42.017,-66.4273333333333,2016,1,"Stratified random survey set",10,91.4,61,"COD(ATLANTIC)"
"NED2010027",211,"2010-08-05 06:25:00",52,53,18.95,5.22,43.6341666666667,-59.9618333333333,2010,1,"Stratified random survey set",10,0.172,1,"COD(ATLANTIC)"
"NED2010027",154,"2010-07-26 17:13:00",81,87,18.05,2.44,45.2305,-58.382,2010,1,"Stratified random survey set",10,11.2,18,"COD(ATLANTIC)"
"NED2012022",198,"2012-08-01 00:03:00",19,20,17.51,7.99,44.6808333333333,-57.7855,2012,1,"Stratified random survey set",10,0.168,1,"COD(ATLANTIC)"
"NED2012002",52,"2012-02-29 15:29:00",55,59,5.65,7.13,41.7741666666667,-65.9431666666667,2012,1,"Stratified random survey set",10,1.096,1,"COD(ATLANTIC)"
"NED2012022",43,"2012-07-10 10:55:00",42,50,15.78,7.62,43.405,-64.8026666666667,2012,1,"Stratified random survey set",10,0.411,2,"COD(ATLANTIC)"
"TEL2016003",23,"2016-03-17 07:22:00",48,49,NA,NA,42.9305,-64.7866666666667,2016,1,"Stratified random survey set",10,1.224,1,"COD(ATLANTIC)"
"TEL2016002",71,"2016-03-07 16:50:00",25,29,6.2,6.2,40.6723333333333,-69.4811666666667,2016,1,"Stratified random survey set",10,0.548,1,"COD(ATLANTIC)"
"NED2011025",92,"2011-07-15 08:11:00",112,114,13.67,9.09,42.2196666666667,-66.2713333333333,2011,1,"Stratified random survey set",10,2.08,1,"COD(ATLANTIC)"
"NED2013028",177,"2013-08-17 01:15:00",108,121,NA,NA,44.7221666666667,-60.1955,2013,5,"Comparative fishing experiment",10,1.464,2,"COD(ATLANTIC)"
"NED2014102",36,"2014-03-18 22:52:00",92,96,NA,NA,43.8025,-67.2288333333333,2014,5,"Comparative fishing experiment",10,0.86,2,"COD(ATLANTIC)"
"NED2013002",17,"2013-02-28 16:37:00",50,51,6.55,6.56,41.3696666666667,-66.4415,2013,1,"Stratified random survey set",10,5.88,5,"COD(ATLANTIC)"
"NED2015017",86,"2015-07-11 18:55:00",28,31,11.02,10.13,45.3213333333333,-65.0663333333333,2015,1,"Stratified random survey set",10,0.004,3,"COD(ATLANTIC)"
"NED2017020",184,"2017-07-27 19:04:00",33,34,16.94,2.67,44.838,-57.8891666666667,2017,1,"Stratified random survey set",10,21.56,21,"COD(ATLANTIC)"
"NED2013002",96,"2013-03-16 16:30:00",89,94,6.6,7.21,42.1833333333333,-68.5986666666667,2013,5,"Comparative fishing experiment",10,1.98,2,"COD(ATLANTIC)"
"NED2014102",22,"2014-03-14 09:26:00",50,50,NA,NA,45.0671666666667,-65.9395,2014,5,"Comparative fishing experiment",10,0.048,1,"COD(ATLANTIC)"
"NED2011025",23,"2011-07-08 04:39:00",52,54,13.64,4.59,42.6835,-65.1416666666667,2011,1,"Stratified random survey set",10,2.45,2,"COD(ATLANTIC)"
"NED2010027",143,"2010-07-25 14:03:00",78,95,17.77,0.36,44.2141666666667,-58.3726666666667,2010,1,"Stratified random survey set",10,2.64,3,"COD(ATLANTIC)"
"TEL2018023",72,"2018-07-24 10:27:00",55,59,11.8,9.9,44.7063333333333,-66.0166666666667,2018,1,"Stratified random survey set",10,2.86,3,"COD(ATLANTIC)"
"NED2013002",37,"2013-03-04 06:10:00",54,57,6.16,6.96,42.1475,-66.7101666666667,2013,1,"Stratified random survey set",10,3.31,2,"COD(ATLANTIC)"
"NED2017020",27,"2017-07-06 23:54:00",85,85,12.85,7.07,43.1736666666667,-65.1766666666667,2017,1,"Stratified random survey set",10,11.8,3,"COD(ATLANTIC)"
"NED2015017",62,"2015-07-09 03:52:00",34,36,8.29,8.29,42.7386666666667,-66.2656666666667,2015,1,"Stratified random survey set",10,7.8,15,"COD(ATLANTIC)"
"VEN2018002",43,"2018-03-25 10:24:00",36,37,NA,6.3,41.8163333333333,-66.7101666666667,2018,1,"Stratified random survey set",10,0.306,1,"COD(ATLANTIC)"
"NED2012022",199,"2012-08-01 02:26:00",24,24,17.82,3.45,44.7958333333333,-57.4761666666667,2012,1,"Stratified random survey set",10,1.49,1,"COD(ATLANTIC)"
"NED2015017",57,"2015-07-08 16:20:00",52,56,12.93,5.02,42.7281666666667,-65.2991666666667,2015,1,"Stratified random survey set",10,0.324,1,"COD(ATLANTIC)"
"NED2014002",75,"2014-03-03 00:39:00",43,46,5.51,5.57,41.9038333333333,-66.4345,2014,1,"Stratified random survey set",10,43.78,24,"COD(ATLANTIC)"
"NED2010027",46,"2010-07-12 19:10:00",104,107,12.42,7.6,44.512,-66.417,2010,1,"Stratified random survey set",10,10.58,4,"COD(ATLANTIC)"
"NED2015017",129,"2015-08-05 05:01:00",71,74,19.11,9.59,44.7105,-61.918,2015,1,"Stratified random survey set",10,2.71,7,"COD(ATLANTIC)"
"NED2011025",128,"2011-07-19 11:26:00",44,44,13.73,4.82,43.3786666666667,-61.6296666666667,2011,1,"Stratified random survey set",10,0.616,2,"COD(ATLANTIC)"
"NED2016016",41,"2016-07-08 14:05:00",32,34,14.5,11.5,41.9528333333333,-66.82,2016,1,"Stratified random survey set",10,9.08,7,"COD(ATLANTIC)"
"NED2014101",40,"2014-03-19 18:09:00",112,113,NA,NA,42.676,-66.8796666666667,2014,1,"Stratified random survey set",10,5.23,1,"COD(ATLANTIC)"
"NED2016016",186,"2016-08-03 10:02:00",48,49,18.1,7.7,43.3313333333333,-64.1268333333333,2016,1,"Stratified random survey set",10,0.52,1,"COD(ATLANTIC)"
"TEL2017002",49,"2017-03-27 12:39:00",40,43,NA,NA,41.9871666666667,-66.6358333333333,2017,1,"Stratified random survey set",10,23.11,12,"COD(ATLANTIC)"
"NED2013022",32,"2013-07-05 18:36:00",120,122,14.38,9.61,42.5581666666667,-66.6208333333333,2013,1,"Stratified random survey set",10,7.69,5,"COD(ATLANTIC)"
"NED2013002",38,"2013-03-04 08:41:00",44,45,NA,NA,41.929,-66.3433333333333,2013,1,"Stratified random survey set",10,208.14,140,"COD(ATLANTIC)"
"NED2015017",168,"2015-08-09 05:08:00",26,29,18.87,1.69,46.4166666666667,-59.9271666666667,2015,1,"Stratified random survey set",10,1.106,6,"COD(ATLANTIC)"
"NED2012022",151,"2012-07-26 13:44:00",105,114,18.39,7.2,44.851,-60.9075,2012,1,"Stratified random survey set",10,0.476,1,"COD(ATLANTIC)"
"VEN2018002",44,"2018-03-25 12:19:00",39,40,NA,6.5,41.8491666666667,-66.5616666666667,2018,1,"Stratified random survey set",10,12.78,6,"COD(ATLANTIC)"
"TEL2016003",61,"2016-03-22 12:35:00",38,44,NA,NA,45.1408333333333,-65.6325,2016,1,"Stratified random survey set",10,2.802,4,"COD(ATLANTIC)"
"NED2017020",198,"2017-08-01 09:41:00",34,36,17.61,7.2,44.22,-61.0475,2017,1,"Stratified random survey set",10,0.908,4,"COD(ATLANTIC)"
"NED2012022",91,"2012-07-15 16:13:00",73,76,16.63,9.34,43.9013333333333,-66.896,2012,1,"Stratified random survey set",10,5.52,5,"COD(ATLANTIC)"
"NED2017020",28,"2017-07-07 02:47:00",61,63,13.24,6.31,42.9843333333333,-65.4958333333333,2017,1,"Stratified random survey set",10,30.46,12,"COD(ATLANTIC)"
"NED2010027",4,"2010-07-07 02:13:00",60,65,16.96,6.69,43.7445,-63.2161666666667,2010,1,"Stratified random survey set",10,0.009,5,"COD(ATLANTIC)"
"NED2014018",167,"2014-08-08 20:15:00",39,45,NA,NA,46.0343333333333,-59.2516666666667,2014,1,"Stratified random survey set",10,1.72,5,"COD(ATLANTIC)"
"NED2015017",105,"2015-08-01 14:40:00",65,65,17.1,11.55,42.3055,-65.2906666666667,2015,1,"Stratified random survey set",10,2.69,2,"COD(ATLANTIC)"
"NED2014018",183,"2014-08-10 14:30:00",157,160,21.42,6.07,46.1293333333333,-58.656,2014,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"TEL2017002",50,"2017-03-27 14:19:00",44,46,4.6,6,42.1003333333333,-66.5773333333333,2017,1,"Stratified random survey set",10,1.18,2,"COD(ATLANTIC)"
"NED2012022",15,"2012-07-06 09:40:00",49,51,15.83,6.38,42.8888333333333,-64.9373333333333,2012,1,"Stratified random survey set",10,8.28,3,"COD(ATLANTIC)"
"NED2013028",64,"2013-08-09 04:46:00",33,36,NA,NA,42.7166666666667,-66.1286666666667,2013,5,"Comparative fishing experiment",10,2.64,11,"COD(ATLANTIC)"
"NED2015002",62,"2015-03-26 06:19:00",128,130,NA,NA,42.2331666666667,-66.8666666666667,2015,1,"Stratified random survey set",10,23.58,8,"COD(ATLANTIC)"
"NED2011025",239,"2011-08-03 18:26:00",124,139,14.91,2.66,44.9373333333333,-58.3313333333333,2011,1,"Stratified random survey set",10,3.22,1,"COD(ATLANTIC)"
"NED2014018",2,"2014-07-11 22:50:00",91,93,8.54,10.46,44.0585,-63.7753333333333,2014,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"NED2014101",41,"2014-03-19 23:44:00",90,91,NA,NA,42.6446666666667,-66.6355,2014,1,"Stratified random survey set",10,11.7,4,"COD(ATLANTIC)"
"NED2013022",111,"2013-07-16 12:50:00",47,49,19.2,5.7,43.4723333333333,-62.524,2013,1,"Stratified random survey set",10,0.403,1,"COD(ATLANTIC)"
"NED2013022",168,"2013-07-22 03:38:00",24,25,17.74,6.7,44.6103333333333,-60.436,2013,1,"Stratified random survey set",10,0.037,4,"COD(ATLANTIC)"
"NED2013028",8,"2013-08-01 06:38:00",133,136,NA,NA,45.7965,-58.8988333333333,2013,5,"Comparative fishing experiment",10,6.42,7,"COD(ATLANTIC)"
"NED2010027",98,"2010-07-18 13:20:00",52,54,19.71,5.75,43.226,-62.4886666666667,2010,1,"Stratified random survey set",10,5.9,1,"COD(ATLANTIC)"
"NED2011002",8,"2011-02-22 19:10:00",61,71,NA,NA,42.0931666666667,-66.0771666666667,2011,1,"Stratified random survey set",10,48.54,28,"COD(ATLANTIC)"
"NED2011002",34,"2011-02-27 18:52:00",46,48,NA,NA,41.7703333333333,-66.1676666666667,2011,1,"Stratified random survey set",10,6.77,2,"COD(ATLANTIC)"
"VEN2018002",38,"2018-03-25 02:18:00",47,49,NA,6.2,41.5068333333333,-66.5236666666667,2018,1,"Stratified random survey set",10,4.5,2,"COD(ATLANTIC)"
"TEL2018023",73,"2018-07-24 15:09:00",73,77,12.7,9,44.5031666666667,-66.2651666666667,2018,1,"Stratified random survey set",10,59.36,15,"COD(ATLANTIC)"
"NED2014018",25,"2014-07-14 06:26:00",40,42,10.66,10.02,42.7126666666667,-66.0153333333333,2014,1,"Stratified random survey set",10,0.496,2,"COD(ATLANTIC)"
